Data,Hora UTC,"TEMPERATURA DO AR - BULBO SECO, HORARIA ( C)",UMIDADE REL. MAX. NA HORA ANT. (AUT) (%)
28/1/2019,2000 UTC,30,66
28/1/2019,2100 UTC,"28,9",58
28/1/2019,2200 UTC,"26,5",93
28/1/2019,2300 UTC,"25,4",63
29/1/2019,0000 UTC,"24,3",75
29/1/2019,0100 UTC,24,87
29/1/2019,0200 UTC,"23,3",93
29/1/2019,0300 UTC,"22,6",73
29/1/2019,0400 UTC,"22,1",56
29/1/2019,0500 UTC,"22,4",59
29/1/2019,0600 UTC,"21,9",68
29/1/2019,0700 UTC,"21,4",55
29/1/2019,0800 UTC,"21,5",84
29/1/2019,0900 UTC,"21,5",46
29/1/2019,1000 UTC,"23,2",41
29/1/2019,1100 UTC,"26,5",73
29/1/2019,1200 UTC,"29,7",90
29/1/2019,1300 UTC,"30,5",48
29/1/2019,1400 UTC,"30,5",65
29/1/2019,1500 UTC,"32,1",69
29/1/2019,1600 UTC,"32,1",53
29/1/2019,1700 UTC,"32,5",40
29/1/2019,1800 UTC,"32,9",100
29/1/2019,1900 UTC,"32,1",60
29/1/2019,2000 UTC,"32,1",55
29/1/2019,2100 UTC,"28,6",76
29/1/2019,2200 UTC,"26,9",56
29/1/2019,2300 UTC,"26,1",81
30/1/2019,0000 UTC,"25,4",48
30/1/2019,0100 UTC,"24,8",89
30/1/2019,0200 UTC,"23,9",46
30/1/2019,0300 UTC,"23,3",63
30/1/2019,0400 UTC,"22,5",94
30/1/2019,0500 UTC,"21,6",76
30/1/2019,0600 UTC,"21,4",75
30/1/2019,0700 UTC,"21,3",84
30/1/2019,0800 UTC,"20,6",58
30/1/2019,0900 UTC,"23,3",49
30/1/2019,1000 UTC,"26,1",51
30/1/2019,1100 UTC,"28,6",78
30/1/2019,1200 UTC,"29,4",60
30/1/2019,1300 UTC,"31,2",62
30/1/2019,1400 UTC,"31,9",85
30/1/2019,1500 UTC,"31,7",51
30/1/2019,1600 UTC,"33,3",64
30/1/2019,1700 UTC,33,46
30/1/2019,1800 UTC,"33,7",83
30/1/2019,1900 UTC,"31,3",51
30/1/2019,2000 UTC,"28,5",56
30/1/2019,2100 UTC,"27,6",55
30/1/2019,2200 UTC,"25,5",100
30/1/2019,2300 UTC,"23,7",46
31/1/2019,0000 UTC,"23,5",56
31/1/2019,0100 UTC,"21,9",72
31/1/2019,0200 UTC,"21,4",94
31/1/2019,0300 UTC,"21,9",66
31/1/2019,0400 UTC,"22,2",72
31/1/2019,0500 UTC,"21,5",57
31/1/2019,0600 UTC,"21,1",42
31/1/2019,0700 UTC,"20,3",58
31/1/2019,0800 UTC,"20,6",63
31/1/2019,0900 UTC,22,95
31/1/2019,1000 UTC,"25,3",52
31/1/2019,1100 UTC,"28,5",96
31/1/2019,1200 UTC,"29,9",94
31/1/2019,1300 UTC,"31,4",41
31/1/2019,1400 UTC,"31,2",88
31/1/2019,1500 UTC,"30,7",52
31/1/2019,1600 UTC,"28,8",51
31/1/2019,1700 UTC,"21,7",83
31/1/2019,1800 UTC,"22,9",75
31/1/2019,1900 UTC,"21,3",53
31/1/2019,2000 UTC,"21,6",69
31/1/2019,2100 UTC,"22,5",49
31/1/2019,2200 UTC,"23,1",94
31/1/2019,2300 UTC,23,76
1/2/2019,0000 UTC,22,57
1/2/2019,0100 UTC,"22,2",78
1/2/2019,0200 UTC,"21,8",41
1/2/2019,0300 UTC,"21,4",91
1/2/2019,0400 UTC,"21,2",89
1/2/2019,0500 UTC,"20,6",97
1/2/2019,0600 UTC,"21,2",70
1/2/2019,0700 UTC,"20,1",55
1/2/2019,0800 UTC,"20,2",42
1/2/2019,0900 UTC,"21,1",51
1/2/2019,1000 UTC,"23,5",86
1/2/2019,1100 UTC,"25,8",84
1/2/2019,1200 UTC,"28,5",97
1/2/2019,1300 UTC,"28,9",55
1/2/2019,1400 UTC,31,84
1/2/2019,1500 UTC,"31,3",48
1/2/2019,1600 UTC,"31,9",93
1/2/2019,1700 UTC,"31,7",54
1/2/2019,1800 UTC,"32,5",46
1/2/2019,1900 UTC,"32,3",65
1/2/2019,2000 UTC,"31,7",47
1/2/2019,2100 UTC,"29,1",95
1/2/2019,2200 UTC,"26,4",88
1/2/2019,2300 UTC,25,92
2/2/2019,0000 UTC,"24,7",63
2/2/2019,0100 UTC,"24,4",95
2/2/2019,0200 UTC,"24,2",55
2/2/2019,0300 UTC,"23,7",88
2/2/2019,0400 UTC,"21,4",48
2/2/2019,0500 UTC,"21,1",86
2/2/2019,0600 UTC,"21,3",78
2/2/2019,0700 UTC,"21,2",92
2/2/2019,0800 UTC,"21,1",68
2/2/2019,0900 UTC,"21,7",55
2/2/2019,1000 UTC,"24,4",59
2/2/2019,1100 UTC,"27,2",59
2/2/2019,1200 UTC,"29,4",88
2/2/2019,1300 UTC,"31,1",82
2/2/2019,1400 UTC,"32,1",84
2/2/2019,1500 UTC,"32,6",86
2/2/2019,1600 UTC,"32,4",79
2/2/2019,1700 UTC,"27,2",81
2/2/2019,1800 UTC,"30,4",98
2/2/2019,1900 UTC,"26,2",70
2/2/2019,2000 UTC,21,92
2/2/2019,2100 UTC,"20,3",98
2/2/2019,2200 UTC,"20,7",46
2/2/2019,2300 UTC,"20,6",56
3/2/2019,0000 UTC,"20,1",70
3/2/2019,0100 UTC,"20,1",99
3/2/2019,0200 UTC,20,96
3/2/2019,0300 UTC,"19,9",46
3/2/2019,0400 UTC,"20,1",48
3/2/2019,0500 UTC,"19,8",92
3/2/2019,0600 UTC,"19,7",71
3/2/2019,0700 UTC,"19,6",80
3/2/2019,0800 UTC,"19,6",67
3/2/2019,0900 UTC,"20,4",44
3/2/2019,1000 UTC,"21,5",92
3/2/2019,1100 UTC,"22,2",70
3/2/2019,1200 UTC,"24,2",44
3/2/2019,1300 UTC,"25,5",57
3/2/2019,1400 UTC,"26,1",61
3/2/2019,1500 UTC,"25,5",62
3/2/2019,1600 UTC,"22,4",70
3/2/2019,1700 UTC,22,60
3/2/2019,1800 UTC,"22,1",90
3/2/2019,1900 UTC,"20,2",92
3/2/2019,2000 UTC,"18,7",67
3/2/2019,2100 UTC,"18,6",93
3/2/2019,2200 UTC,"18,4",74
3/2/2019,2300 UTC,"18,4",52
4/2/2019,0000 UTC,"17,6",44
4/2/2019,0100 UTC,17,43
4/2/2019,0200 UTC,"17,2",46
4/2/2019,0300 UTC,"17,1",53
4/2/2019,0400 UTC,"16,8",93
4/2/2019,0500 UTC,"16,7",62
4/2/2019,0600 UTC,"16,5",55
4/2/2019,0700 UTC,"15,7",73
4/2/2019,0800 UTC,"15,6",66
4/2/2019,0900 UTC,"16,2",77
4/2/2019,1000 UTC,"16,7",50
4/2/2019,1100 UTC,"16,9",46
4/2/2019,1200 UTC,"18,3",93
4/2/2019,1300 UTC,"17,8",62
4/2/2019,1400 UTC,"19,3",87
4/2/2019,1500 UTC,"19,4",79
4/2/2019,1600 UTC,19,67
4/2/2019,1700 UTC,"19,6",91
4/2/2019,1800 UTC,19,51
4/2/2019,1900 UTC,"17,7",63
4/2/2019,2000 UTC,17,64
4/2/2019,2100 UTC,"16,6",100
4/2/2019,2200 UTC,"16,4",69
4/2/2019,2300 UTC,"16,3",58
5/2/2019,0000 UTC,"16,4",82
5/2/2019,0100 UTC,"16,5",97
5/2/2019,0200 UTC,"16,2",84
5/2/2019,0300 UTC,"15,9",63
5/2/2019,0400 UTC,"15,7",91
5/2/2019,0500 UTC,"15,7",63
5/2/2019,0600 UTC,"15,9",93
5/2/2019,0700 UTC,"16,1",47
5/2/2019,0800 UTC,"15,9",80
5/2/2019,0900 UTC,"16,3",43
5/2/2019,1000 UTC,"16,8",74
5/2/2019,1100 UTC,"17,5",91
5/2/2019,1200 UTC,"18,9",83
5/2/2019,1300 UTC,"19,2",96
5/2/2019,1400 UTC,"19,4",56
5/2/2019,1500 UTC,"19,6",42
5/2/2019,1600 UTC,"19,4",84
5/2/2019,1700 UTC,"18,4",67
5/2/2019,1800 UTC,"17,8",85
5/2/2019,1900 UTC,"17,7",80
5/2/2019,2000 UTC,"17,2",85
5/2/2019,2100 UTC,"16,5",67
5/2/2019,2200 UTC,"16,2",58
5/2/2019,2300 UTC,"15,9",67
6/2/2019,0000 UTC,"16,1",97
6/2/2019,0100 UTC,"16,2",56
6/2/2019,0200 UTC,16,82
6/2/2019,0300 UTC,"15,3",85
6/2/2019,0400 UTC,"15,3",59
6/2/2019,0500 UTC,"15,5",72
6/2/2019,0600 UTC,"15,4",91
6/2/2019,0700 UTC,"15,7",85
6/2/2019,0800 UTC,"15,9",48
6/2/2019,0900 UTC,"16,1",91
6/2/2019,1000 UTC,"17,2",54
6/2/2019,1100 UTC,"19,6",61
6/2/2019,1200 UTC,"19,3",94
6/2/2019,1300 UTC,21,65
6/2/2019,1400 UTC,"21,5",58
6/2/2019,1500 UTC,"21,8",81
6/2/2019,1600 UTC,21,82
6/2/2019,1700 UTC,"22,9",41
6/2/2019,1800 UTC,"22,1",43
6/2/2019,1900 UTC,"21,3",74
6/2/2019,2000 UTC,"18,7",58
6/2/2019,2100 UTC,"17,6",91
6/2/2019,2200 UTC,"16,7",94
6/2/2019,2300 UTC,"16,6",52
7/2/2019,0000 UTC,"16,4",45
7/2/2019,0100 UTC,"16,4",56
7/2/2019,0200 UTC,"16,4",68
7/2/2019,0300 UTC,"16,2",79
7/2/2019,0400 UTC,"16,4",49
7/2/2019,0500 UTC,"15,5",86
7/2/2019,0600 UTC,"15,8",72
7/2/2019,0700 UTC,"15,8",63
7/2/2019,0800 UTC,"16,1",74
7/2/2019,0900 UTC,"16,8",50
7/2/2019,1000 UTC,"17,6",99
7/2/2019,1100 UTC,"18,6",63
7/2/2019,1200 UTC,"20,7",73
7/2/2019,1300 UTC,"21,6",98
7/2/2019,1400 UTC,"22,1",93
7/2/2019,1500 UTC,"24,5",41
7/2/2019,1600 UTC,"25,8",44
7/2/2019,1700 UTC,"25,9",83
7/2/2019,1800 UTC,"25,8",41
7/2/2019,1900 UTC,"25,6",76
7/2/2019,2000 UTC,"23,5",52
7/2/2019,2100 UTC,"22,4",86
7/2/2019,2200 UTC,"20,9",89
7/2/2019,2300 UTC,20,87
8/2/2019,0000 UTC,"19,4",65
8/2/2019,0100 UTC,"18,7",62
8/2/2019,0200 UTC,"18,3",94
8/2/2019,0300 UTC,"18,5",68
8/2/2019,0400 UTC,"18,4",40
8/2/2019,0500 UTC,"18,1",47
8/2/2019,0600 UTC,18,64
8/2/2019,0700 UTC,"18,1",58
8/2/2019,0800 UTC,"17,9",75
8/2/2019,0900 UTC,18,83
8/2/2019,1000 UTC,"18,7",73
8/2/2019,1100 UTC,"19,8",73
8/2/2019,1200 UTC,"22,3",65
8/2/2019,1300 UTC,"24,4",70
8/2/2019,1400 UTC,"26,9",77
8/2/2019,1500 UTC,"27,6",40
8/2/2019,1600 UTC,"27,7",57
8/2/2019,1700 UTC,"28,3",48
8/2/2019,1800 UTC,"27,3",76
8/2/2019,1900 UTC,"26,4",88
8/2/2019,2000 UTC,"25,4",84
8/2/2019,2100 UTC,"24,1",56
8/2/2019,2200 UTC,"22,7",85
8/2/2019,2300 UTC,"21,8",57
9/2/2019,0000 UTC,"22,2",50
9/2/2019,0100 UTC,"21,4",45
9/2/2019,0200 UTC,"20,5",94
9/2/2019,0300 UTC,"19,8",77
9/2/2019,0400 UTC,20,74
9/2/2019,0500 UTC,"19,5",64
9/2/2019,0600 UTC,20,44
9/2/2019,0700 UTC,"19,4",96
9/2/2019,0800 UTC,"18,9",68
9/2/2019,0900 UTC,"19,5",52
9/2/2019,1000 UTC,22,40
9/2/2019,1100 UTC,"24,2",43
9/2/2019,1200 UTC,"26,6",65
9/2/2019,1300 UTC,"27,4",94
9/2/2019,1400 UTC,29,86
9/2/2019,1500 UTC,"29,4",92
9/2/2019,1600 UTC,"28,7",77
9/2/2019,1700 UTC,"30,6",47
9/2/2019,1800 UTC,"30,2",61
9/2/2019,1900 UTC,"30,8",83
9/2/2019,2000 UTC,28,44
9/2/2019,2100 UTC,"25,5",83
9/2/2019,2200 UTC,"23,8",83
9/2/2019,2300 UTC,"22,3",76
10/2/2019,0000 UTC,"21,8",43
10/2/2019,0100 UTC,"21,4",67
10/2/2019,0200 UTC,"21,5",94
10/2/2019,0300 UTC,"21,4",43
10/2/2019,0400 UTC,"20,9",87
10/2/2019,0500 UTC,"20,4",85
10/2/2019,0600 UTC,"19,8",71
10/2/2019,0700 UTC,"19,6",75
10/2/2019,0800 UTC,"19,4",93
10/2/2019,0900 UTC,"19,9",70
10/2/2019,1000 UTC,"23,2",40
10/2/2019,1100 UTC,"25,7",62
10/2/2019,1200 UTC,"28,1",94
10/2/2019,1300 UTC,29,93
10/2/2019,1400 UTC,"29,8",50
10/2/2019,1500 UTC,"30,5",40
10/2/2019,1600 UTC,31,77
10/2/2019,1700 UTC,"30,6",51
10/2/2019,1800 UTC,"30,7",42
10/2/2019,1900 UTC,"30,9",62
10/2/2019,2000 UTC,"30,2",98
10/2/2019,2100 UTC,"26,8",96
10/2/2019,2200 UTC,"24,7",68
10/2/2019,2300 UTC,"24,2",69
11/2/2019,0000 UTC,23,77
11/2/2019,0100 UTC,22,42
11/2/2019,0200 UTC,"21,7",86
11/2/2019,0300 UTC,"21,9",51
11/2/2019,0400 UTC,"21,8",54
11/2/2019,0500 UTC,"21,8",69
11/2/2019,0600 UTC,"21,8",43
11/2/2019,0700 UTC,22,93
11/2/2019,0800 UTC,"21,8",62
11/2/2019,0900 UTC,"22,8",96
11/2/2019,1000 UTC,"23,7",70
11/2/2019,1100 UTC,"24,2",87
11/2/2019,1200 UTC,"26,1",64
11/2/2019,1300 UTC,"25,9",55
11/2/2019,1400 UTC,"29,5",95
11/2/2019,1500 UTC,"29,5",80
11/2/2019,1600 UTC,"28,5",86
11/2/2019,1700 UTC,"24,9",75
11/2/2019,1800 UTC,"24,2",60
11/2/2019,1900 UTC,"24,5",46
11/2/2019,2000 UTC,"21,4",48
11/2/2019,2100 UTC,"21,2",63
11/2/2019,2200 UTC,"21,1",52
11/2/2019,2300 UTC,21,91
12/2/2019,0000 UTC,"20,9",98
12/2/2019,0100 UTC,"21,1",77
12/2/2019,0200 UTC,"21,1",63
12/2/2019,0300 UTC,"20,9",66
12/2/2019,0400 UTC,"21,1",97
12/2/2019,0500 UTC,"20,6",55
12/2/2019,0600 UTC,"20,5",93
12/2/2019,0700 UTC,"20,6",71
12/2/2019,0800 UTC,"20,4",75
12/2/2019,0900 UTC,"21,1",61
12/2/2019,1000 UTC,"22,4",70
12/2/2019,1100 UTC,"23,2",91
12/2/2019,1200 UTC,"26,5",67
12/2/2019,1300 UTC,"24,3",84
12/2/2019,1400 UTC,"25,6",58
12/2/2019,1500 UTC,"25,4",83
12/2/2019,1600 UTC,"26,1",82
12/2/2019,1700 UTC,"26,4",60
12/2/2019,1800 UTC,"27,1",45
12/2/2019,1900 UTC,"26,5",58
12/2/2019,2000 UTC,"23,2",61
12/2/2019,2100 UTC,"21,6",65
12/2/2019,2200 UTC,"20,6",45
12/2/2019,2300 UTC,"19,9",69
13/2/2019,0000 UTC,"19,9",56
13/2/2019,0100 UTC,"19,1",41
13/2/2019,0200 UTC,"18,4",47
13/2/2019,0300 UTC,"17,7",58
13/2/2019,0400 UTC,"17,4",45
13/2/2019,0500 UTC,"17,5",96
13/2/2019,0600 UTC,17,78
13/2/2019,0700 UTC,"16,7",82
13/2/2019,0800 UTC,"16,9",50
13/2/2019,0900 UTC,"17,1",85
13/2/2019,1000 UTC,"17,1",78
13/2/2019,1100 UTC,"16,8",82
13/2/2019,1200 UTC,"18,2",84
13/2/2019,1300 UTC,"17,8",84
13/2/2019,1400 UTC,"17,3",80
13/2/2019,1500 UTC,"17,7",73
13/2/2019,1600 UTC,"17,1",43
13/2/2019,1700 UTC,"17,1",84
13/2/2019,1800 UTC,"17,4",50
13/2/2019,1900 UTC,"17,8",78
13/2/2019,2000 UTC,"17,1",42
13/2/2019,2100 UTC,"16,9",56
13/2/2019,2200 UTC,"16,7",84
13/2/2019,2300 UTC,"16,7",57
14/2/2019,0000 UTC,"16,6",94
14/2/2019,0100 UTC,"16,5",92
14/2/2019,0200 UTC,"16,4",77
14/2/2019,0300 UTC,"16,2",54
14/2/2019,0400 UTC,"16,3",57
14/2/2019,0500 UTC,"16,3",95
14/2/2019,0600 UTC,16,71
14/2/2019,0700 UTC,"16,1",80
14/2/2019,0800 UTC,"16,3",86
14/2/2019,0900 UTC,"16,6",79
14/2/2019,1000 UTC,"17,9",49
14/2/2019,1100 UTC,19,93
14/2/2019,1200 UTC,19,49
14/2/2019,1300 UTC,"19,7",69
14/2/2019,1400 UTC,"20,8",74
14/2/2019,1500 UTC,"22,8",61
14/2/2019,1600 UTC,"23,3",60
14/2/2019,1700 UTC,"23,7",51
14/2/2019,1800 UTC,"22,5",60
14/2/2019,1900 UTC,"23,6",81
14/2/2019,2000 UTC,"21,1",65
14/2/2019,2100 UTC,19,85
14/2/2019,2200 UTC,"18,2",43
14/2/2019,2300 UTC,"18,5",99
15/2/2019,0000 UTC,"18,3",74
15/2/2019,0100 UTC,"17,8",69
15/2/2019,0200 UTC,"17,8",87
15/2/2019,0300 UTC,"17,5",70
15/2/2019,0400 UTC,"16,8",98
15/2/2019,0500 UTC,"16,5",52
15/2/2019,0600 UTC,"16,3",60
15/2/2019,0700 UTC,"16,2",89
15/2/2019,0800 UTC,"16,2",49
15/2/2019,0900 UTC,"16,6",48
15/2/2019,1000 UTC,"16,7",68
15/2/2019,1100 UTC,17,94
15/2/2019,1200 UTC,"16,7",98
15/2/2019,1300 UTC,"16,2",59
15/2/2019,1400 UTC,"16,5",92
15/2/2019,1500 UTC,"16,5",73
15/2/2019,1600 UTC,"16,4",73
15/2/2019,1700 UTC,"16,4",43
15/2/2019,1800 UTC,"16,5",55
15/2/2019,1900 UTC,"16,3",73
15/2/2019,2000 UTC,"16,3",81
15/2/2019,2100 UTC,16,61
15/2/2019,2200 UTC,"15,5",51
15/2/2019,2300 UTC,"15,7",43
16/2/2019,0000 UTC,"15,6",99
16/2/2019,0100 UTC,"15,6",75
16/2/2019,0200 UTC,"15,8",92
16/2/2019,0300 UTC,"15,9",53
16/2/2019,0400 UTC,16,88
16/2/2019,0500 UTC,"15,9",63
16/2/2019,0600 UTC,"15,9",51
16/2/2019,0700 UTC,16,60
16/2/2019,0800 UTC,"16,1",53
16/2/2019,0900 UTC,"16,4",98
16/2/2019,1000 UTC,"17,3",47
16/2/2019,1100 UTC,"18,4",96
16/2/2019,1200 UTC,"18,9",71
16/2/2019,1300 UTC,"20,4",98
16/2/2019,1400 UTC,"18,8",88
16/2/2019,1500 UTC,"20,1",69
16/2/2019,1600 UTC,"19,9",93
16/2/2019,1700 UTC,"18,7",82
16/2/2019,1800 UTC,"20,4",52
16/2/2019,1900 UTC,"18,1",95
16/2/2019,2000 UTC,"17,8",88
16/2/2019,2100 UTC,"17,8",79
16/2/2019,2200 UTC,"17,9",92
16/2/2019,2300 UTC,"17,6",42
17/2/2019,0000 UTC,"17,6",87
17/2/2019,0100 UTC,"17,1",96
17/2/2019,0200 UTC,"17,2",83
17/2/2019,0300 UTC,17,98
17/2/2019,0400 UTC,"17,2",71
17/2/2019,0500 UTC,"16,5",58
17/2/2019,0600 UTC,"16,4",77
17/2/2019,0700 UTC,"16,6",93
17/2/2019,0800 UTC,"16,8",99
17/2/2019,0900 UTC,"17,2",85
17/2/2019,1000 UTC,"18,2",53
17/2/2019,1100 UTC,"19,9",63
17/2/2019,1200 UTC,"20,8",43
17/2/2019,1300 UTC,"20,6",100
17/2/2019,1400 UTC,"22,4",99
17/2/2019,1500 UTC,"20,5",56
17/2/2019,1600 UTC,"21,6",66
17/2/2019,1700 UTC,"21,3",67
17/2/2019,1800 UTC,"21,8",42
17/2/2019,1900 UTC,"21,4",48
17/2/2019,2000 UTC,"20,9",97
17/2/2019,2100 UTC,"19,7",94
17/2/2019,2200 UTC,"19,3",76
17/2/2019,2300 UTC,"19,1",43
18/2/2019,0000 UTC,"18,8",66
18/2/2019,0100 UTC,"18,6",46
18/2/2019,0200 UTC,"18,7",64
18/2/2019,0300 UTC,"17,8",56
18/2/2019,0400 UTC,"17,7",66
18/2/2019,0500 UTC,"17,6",41
18/2/2019,0600 UTC,"17,5",58
18/2/2019,0700 UTC,"17,3",63
18/2/2019,0800 UTC,"17,3",98
18/2/2019,0900 UTC,"17,4",87
18/2/2019,1000 UTC,20,44
18/2/2019,1100 UTC,"21,3",56
18/2/2019,1200 UTC,"23,6",49
18/2/2019,1300 UTC,"24,1",67
18/2/2019,1400 UTC,"25,1",53
18/2/2019,1500 UTC,"26,7",66
18/2/2019,1600 UTC,"27,8",75
18/2/2019,1700 UTC,"26,6",55
18/2/2019,1800 UTC,28,97
18/2/2019,1900 UTC,"28,1",75
18/2/2019,2000 UTC,"25,4",43
18/2/2019,2100 UTC,"23,6",64
18/2/2019,2200 UTC,"20,7",92
18/2/2019,2300 UTC,"20,5",84
19/2/2019,0000 UTC,"19,9",96
19/2/2019,0100 UTC,"19,6",88
19/2/2019,0200 UTC,"19,2",93
19/2/2019,0300 UTC,"18,3",52
19/2/2019,0400 UTC,"18,2",93
19/2/2019,0500 UTC,18,74
19/2/2019,0600 UTC,18,64
19/2/2019,0700 UTC,"18,6",72
19/2/2019,0800 UTC,"18,8",66
19/2/2019,0900 UTC,"19,2",61
19/2/2019,1000 UTC,"21,3",77
19/2/2019,1100 UTC,23,40
19/2/2019,1200 UTC,"24,9",59
19/2/2019,1300 UTC,"26,1",83
19/2/2019,1400 UTC,"25,6",71
19/2/2019,1500 UTC,"22,8",42
19/2/2019,1600 UTC,"19,4",78
19/2/2019,1700 UTC,"24,5",70
19/2/2019,1800 UTC,"25,8",54
19/2/2019,1900 UTC,"24,6",53
19/2/2019,2000 UTC,"24,8",59
19/2/2019,2100 UTC,"17,5",64
19/2/2019,2200 UTC,"18,7",94
19/2/2019,2300 UTC,"19,2",83
20/2/2019,0000 UTC,"19,1",40
20/2/2019,0100 UTC,19,40
20/2/2019,0200 UTC,"18,8",83
20/2/2019,0300 UTC,"18,7",41
20/2/2019,0400 UTC,"18,6",43
20/2/2019,0500 UTC,"18,3",42
20/2/2019,0600 UTC,"18,1",41
20/2/2019,0700 UTC,"18,3",100
20/2/2019,0800 UTC,18,61
20/2/2019,0900 UTC,"18,4",65
20/2/2019,1000 UTC,"20,7",46
20/2/2019,1100 UTC,"22,1",90
20/2/2019,1200 UTC,"22,2",63
20/2/2019,1300 UTC,"22,8",43
20/2/2019,1400 UTC,"23,7",83
20/2/2019,1500 UTC,"23,6",100
20/2/2019,1600 UTC,"25,2",68
20/2/2019,1700 UTC,"25,5",94
20/2/2019,1800 UTC,"26,3",99
20/2/2019,1900 UTC,"25,7",73
20/2/2019,2000 UTC,"23,6",48
20/2/2019,2100 UTC,"21,8",60
20/2/2019,2200 UTC,"20,1",43
20/2/2019,2300 UTC,"19,7",47
21/2/2019,0000 UTC,"18,8",62
21/2/2019,0100 UTC,"18,5",59
21/2/2019,0200 UTC,"18,5",75
21/2/2019,0300 UTC,"18,4",56
21/2/2019,0400 UTC,"18,3",59
21/2/2019,0500 UTC,"17,8",90
21/2/2019,0600 UTC,"17,4",51
21/2/2019,0700 UTC,"17,4",82
21/2/2019,0800 UTC,"17,6",40
21/2/2019,0900 UTC,"17,9",52
21/2/2019,1000 UTC,"19,1",96
21/2/2019,1100 UTC,"20,6",84
21/2/2019,1200 UTC,"21,4",89
21/2/2019,1300 UTC,"22,5",91
21/2/2019,1400 UTC,"24,9",51
21/2/2019,1500 UTC,"25,2",97
21/2/2019,1600 UTC,"25,8",47
21/2/2019,1700 UTC,"20,8",65
21/2/2019,1800 UTC,"18,7",49
21/2/2019,1900 UTC,"18,9",90
21/2/2019,2000 UTC,"19,4",58
21/2/2019,2100 UTC,19,73
21/2/2019,2200 UTC,19,60
21/2/2019,2300 UTC,"19,1",58
22/2/2019,0000 UTC,19,63
22/2/2019,0100 UTC,"19,3",77
22/2/2019,0200 UTC,"19,2",98
22/2/2019,0300 UTC,"19,2",66
22/2/2019,0400 UTC,"18,6",51
22/2/2019,0500 UTC,"18,2",65
22/2/2019,0600 UTC,18,62
22/2/2019,0700 UTC,"17,8",62
22/2/2019,0800 UTC,"17,9",79
22/2/2019,0900 UTC,"18,2",59
22/2/2019,1000 UTC,"19,1",73
22/2/2019,1100 UTC,"20,7",60
22/2/2019,1200 UTC,"22,8",61
22/2/2019,1300 UTC,"23,3",56
22/2/2019,1400 UTC,"24,8",56
22/2/2019,1500 UTC,"26,5",91
22/2/2019,1600 UTC,"26,8",55
22/2/2019,1700 UTC,"27,9",63
22/2/2019,1800 UTC,"26,2",50
22/2/2019,1900 UTC,26,80
22/2/2019,2000 UTC,"23,4",67
22/2/2019,2100 UTC,"23,5",91
22/2/2019,2200 UTC,"22,6",41
22/2/2019,2300 UTC,"21,7",52
23/2/2019,0000 UTC,21,62
23/2/2019,0100 UTC,"20,6",84
23/2/2019,0200 UTC,"20,1",63
23/2/2019,0300 UTC,"19,7",99
23/2/2019,0400 UTC,"19,5",93
23/2/2019,0500 UTC,"19,1",75
23/2/2019,0600 UTC,"19,1",63
23/2/2019,0700 UTC,"19,1",99
23/2/2019,0800 UTC,"19,1",40
23/2/2019,0900 UTC,"20,2",84
23/2/2019,1000 UTC,"22,4",60
23/2/2019,1100 UTC,"24,9",53
23/2/2019,1200 UTC,"26,1",94
23/2/2019,1300 UTC,"27,2",56
23/2/2019,1400 UTC,"28,2",90
23/2/2019,1500 UTC,"29,3",81
23/2/2019,1600 UTC,"29,7",57
23/2/2019,1700 UTC,"29,7",43
23/2/2019,1800 UTC,"29,9",79
23/2/2019,1900 UTC,30,97
23/2/2019,2000 UTC,"29,3",58
23/2/2019,2100 UTC,"26,8",44
23/2/2019,2200 UTC,"25,5",90
23/2/2019,2300 UTC,"24,7",85
24/2/2019,0000 UTC,"23,9",46
24/2/2019,0100 UTC,"23,6",48
24/2/2019,0200 UTC,23,52
24/2/2019,0300 UTC,"22,4",98
24/2/2019,0400 UTC,"22,8",49
24/2/2019,0500 UTC,"22,3",54
24/2/2019,0600 UTC,"22,2",62
24/2/2019,0700 UTC,"22,3",79
24/2/2019,0800 UTC,"22,1",68
24/2/2019,0900 UTC,"22,5",43
24/2/2019,1000 UTC,"24,6",41
24/2/2019,1100 UTC,"26,2",97
24/2/2019,1200 UTC,"27,1",57
24/2/2019,1300 UTC,"28,6",56
24/2/2019,1400 UTC,"29,5",94
24/2/2019,1500 UTC,"30,8",73
24/2/2019,1600 UTC,"30,3",69
24/2/2019,1700 UTC,"27,2",55
24/2/2019,1800 UTC,"29,9",95
24/2/2019,1900 UTC,"23,6",57
24/2/2019,2000 UTC,"23,9",100
24/2/2019,2100 UTC,"24,1",58
24/2/2019,2200 UTC,"23,9",52
24/2/2019,2300 UTC,"24,1",62
25/2/2019,0000 UTC,24,45
25/2/2019,0100 UTC,"23,5",46
25/2/2019,0200 UTC,"23,3",66
25/2/2019,0300 UTC,"22,8",54
25/2/2019,0400 UTC,"22,5",49
25/2/2019,0500 UTC,"22,6",49
25/2/2019,0600 UTC,"22,6",84
25/2/2019,0700 UTC,"22,3",52
25/2/2019,0800 UTC,"22,2",45
25/2/2019,0900 UTC,"21,5",68
25/2/2019,1000 UTC,"22,1",65
25/2/2019,1100 UTC,"22,4",85
25/2/2019,1200 UTC,"25,2",63
25/2/2019,1300 UTC,"26,1",57
25/2/2019,1400 UTC,"28,4",68
25/2/2019,1500 UTC,"28,8",80
25/2/2019,1600 UTC,"28,9",42
25/2/2019,1700 UTC,"27,8",64
25/2/2019,1800 UTC,"20,9",64
